timestamp,coin,price_usd,volume_24h,market_cap,change_24h_percent,last_updated
2026-02-14T08:14:56.346857,BTC,69517,40607072069.91867,1388854413953.11,4.932980059776757,2026-02-14T08:14:22
2026-02-14T08:15:06.176396,ETH,2071.06,18227767180.052387,250001668115.06335,6.844600279176209,2026-02-14T08:14:00
2026-02-14T08:15:17.803052,BTC,69517,40607072069.91867,1388854413953.11,4.932980059776757,2026-02-14T08:14:22
2026-02-14T08:15:20.681310,ETH,2070.6,17299288909.792084,250001668115.06335,6.820599325125092,2026-02-14T08:15:11
2026-02-14T08:15:34.029387,BTC,69503,40448519469.39792,1388854413953.11,4.912770509647341,2026-02-14T08:15:22
2026-02-14T08:15:37.552235,ETH,2070.6,17299288909.792084,250001668115.06335,6.820599325125092,2026-02-14T08:15:11
